Restaurant ID,Restaurant Name,City,Cuisines,Average Cost for two,Price range,Aggregate rating,Votes,Latitude,Longitude,CostBucket,Rating
304185,Chateau Garlic,Gurgaon,north indian,700,2,3.0,14,28.48750366,77.10263249,medium,3.0
18383489,Chennai Express,Gurgaon,south indian,300,1,3.2,15,28.4931181,77.0939932,low,3.2
312022,Crust N Cakes,Gurgaon,bakery,550,2,3.4,18,28.4911611,77.0922847,medium,3.4
18425765,Dabba Meat,Gurgaon,north indian,550,2,3.4,29,28.4906544,77.0930322,medium,3.4
2827,Deepak Rasoi,Gurgaon,north indian,450,1,2.7,22,28.4897671,77.0951644,medium,2.7
18223957,Foodaucity - Bum Bum Bholey Ke Chole Bhature,Gurgaon,street food,300,1,3.3,14,28.4938093,77.0937234,low,3.3
18492107,Foodies Nation,Gurgaon,chinese,300,1,3.4,19,0.0,0.0,low,3.4
300074,Goli Vada Pav No. 1,Gurgaon,street food,150,1,3.1,83,28.4935145,77.0934537,low,3.1
305096,Grandma's Kitchen,Gurgaon,north indian,400,1,2.5,20,28.49147,77.0936335,medium,2.5
18336206,Gurgaon Hights,Gurgaon,north indian,400,1,2.5,19,28.4917895,77.093679,medium,2.5
303094,Idliss,Gurgaon,south indian,400,1,3.4,359,28.4933028,77.0949823,medium,3.4
306858,Indian Home Food,Gurgaon,north indian,600,2,2.6,51,28.4911838,77.0934537,medium,2.6
312562,Jetha Lal Ka Dhabha,Gurgaon,north indian,400,1,3.1,53,28.49332817,77.09503077,medium,3.1
307935,Kusum Rolls,Gurgaon,fast food,350,1,3.1,71,28.4907443,77.092692,medium,3.1
302184,Megha Vaishno Dhaba,Gurgaon,north indian,300,1,3.1,33,28.4949836,77.0952332,low,3.1
1694,Nikhil Food Point,Gurgaon,chinese,200,1,2.7,19,28.4899703,77.0947642,low,2.7
309541,Plan B,Gurgaon,north indian,1000,3,3.4,132,28.4846488,77.0962564,high,3.4
18161587,Punjabi Zaika,Gurgaon,north indian,500,2,3.2,74,28.4872602,77.1048728,medium,3.2
18258475,Rasoi,Gurgaon,north indian,500,2,3.0,6,28.487522,77.1046906,medium,3.0
313209,Roll's Royce,Gurgaon,fast food,200,1,3.2,42,28.4934594,77.0938134,low,3.2
302229,Shree Bikaner Misthan Bhandar,Gurgaon,street food,100,1,3.1,29,28.4921002,77.0941281,low,3.1
18441196,Smokey Pan,Gurgaon,north indian,300,1,3.2,14,28.4899428,77.0945327,low,3.2
18398610,Surprise O Meal,Gurgaon,continental,550,2,3.4,35,28.4911924,77.0935436,medium,3.4
18237322,Tandoor on The Way,Gurgaon,fast food,300,1,3.2,45,28.4931646,77.0935436,low,3.2
309696,Tawa N Tandoor,Gurgaon,north indian,600,2,2.7,51,28.4928519,77.0944877,medium,2.7
18357544,The Paradise Biryani,Gurgaon,biryani,700,2,2.9,22,28.4942093,77.0994974,medium,2.9
18431563,The Royal,Gurgaon,fast food,550,2,3.3,15,28.4936446,77.0934087,medium,3.3
18337747,Theka Desi Khaana,Gurgaon,north indian,350,1,3.0,12,28.4932941,77.0948924,medium,3.0
18258477,Tobasco Kitchen,Gurgaon,fast food,500,2,3.2,38,28.4930484,77.0946676,medium,3.2
18396189,Tpot,Gurgaon,fast food,400,1,3.2,15,28.4934335,77.0935436,medium,3.2
6915,Uncle's Cafe,Gurgaon,north indian,350,1,2.7,23,28.4900962,77.094263,medium,2.7
18233576,Welcome Cafeteria,Gurgaon,north indian,600,2,3.3,23,28.4931115,77.0940363,medium,3.3
18256890,Yo Yo China Town,Gurgaon,chinese,400,1,2.8,31,28.49330872,77.093805,medium,2.8
18384115,Caterspoint,Gurgaon,mexican,500,2,4.9,223,28.4872636,77.1039737,medium,4.9
18352208,Bake-a-boo,Gurgaon,bakery,200,1,3.7,55,28.49025712,77.09623341,low,3.7
4171,Burger Hut,Gurgaon,burger,300,1,3.6,319,28.4923373,77.094263,low,3.6
18238279,China Gatherings,Gurgaon,chinese,550,2,3.5,46,28.4902409,77.0939033,medium,3.5
18286517,Crazy Bhukkhad,Gurgaon,north indian,400,1,3.9,54,28.4896545,77.0924646,medium,3.9
575,Deez Biryani & Kebabs,Gurgaon,biryani,800,2,3.7,371,28.4878161,77.103659,high,3.7
18280305,Fomads,Gurgaon,north indian,300,1,3.6,26,28.4922725,77.0943525,low,3.6
18359286,Happy Beings,Gurgaon,north indian,500,2,3.5,66,28.490666,77.094627,medium,3.5
18450609,InstaDozza,Gurgaon,south indian,250,1,3.5,28,28.4934335,77.0935436,low,3.5
18237324,Mom's Kitchen,Gurgaon,north indian,300,1,3.5,27,28.4937283,77.0938134,low,3.5
18461214,The Baker's Bar  ... Bakery & Cafe,Gurgaon,italian,400,1,3.6,29,28.49088743,77.09333796,medium,3.6
18294226,Veg Ex,Gurgaon,north indian,500,2,3.8,45,28.4879232,77.1036643,medium,3.8
18383513,Volt - By Plan B,Gurgaon,mediterranean,1000,3,3.5,19,28.4957118,77.1021761,high,3.5
18372311,ZASTY,Gurgaon,continental,500,2,3.5,52,28.492698,77.094031,medium,3.5
4172,Aahar,Gurgaon,north indian,400,1,2.0,60,28.492384,77.0943256,medium,2.0
310525,Chicken Bytes,Gurgaon,north indian,500,2,2.1,34,28.4923373,77.094263,medium,2.1
300054,Flying Cakes,Gurgaon,bakery,350,1,2.2,136,28.4924355,77.0943529,medium,2.2
301278,Punjabi Tadka,Gurgaon,north indian,500,2,2.2,43,28.4914786,77.0937234,medium,2.2
18451182,Coldpress Company,Gurgaon,healthy food,500,2,4.0,34,28.489834,77.09321138,medium,4.0
18384142,Crudo Juicery,Gurgaon,beverages,400,1,4.3,33,28.4871499,77.1049154,medium,4.3
18241498,First Eat,Gurgaon,healthy food,300,1,4.0,162,28.4904461,77.094173,low,4.0
18265384,Zoe,Gurgaon,juices,700,2,4.3,217,28.49488428,77.08978873,medium,4.3
311494,Dabba Meat,Gurgaon,north indian,550,2,3.1,195,28.4681035,77.087429,medium,3.1
7078,Kashmiri Kitchen,Gurgaon,kashmiri,1000,3,3.4,210,28.4739245,77.0715115,high,3.4
307185,Rumi's Kitchen,Gurgaon,biryani,500,2,3.4,165,28.4700182,77.0858383,medium,3.4
18371404,Baking Bad,Gurgaon,italian,1000,3,3.7,98,28.4666333,77.0813069,high,3.7
18281982,Bamboo Boat,Gurgaon,japanese,700,2,3.8,115,28.4614757,77.0888382,medium,3.8
311725,Big Jack's,Gurgaon,continental,800,2,3.5,129,28.46970311,77.08591864,high,3.5
18365994,Kebab Gali,Gurgaon,north indian,600,2,3.9,164,28.4626173,77.0872491,medium,3.9
18254524,Lucknow Mail,Gurgaon,awadhi,800,2,3.8,86,28.4700505,77.0857654,high,3.8
18070480,Monster's Cafe,Gurgaon,continental,1200,3,3.5,269,28.46978122,77.08598737,high,3.5
312261,Monty's Chicken Wings,Gurgaon,fast food,600,2,3.9,124,28.461408,77.0881933,medium,3.9
18433890,My Country Platter,Gurgaon,asian,600,2,3.8,61,28.4614598,77.0887329,medium,3.8
18138434,SARA World Cuisine,Gurgaon,italian,500,2,3.9,90,28.4616192,77.0880584,medium,3.9
303100,Wah! Amritsar,Gurgaon,north indian,750,2,3.6,213,28.4617002,77.0879685,high,3.6
18025125,World In A Box,Gurgaon,healthy food,750,2,3.6,461,28.4834181,77.0966008,high,3.6
18425140,Bun Intended,Gurgaon,burger,850,2,4.2,93,28.46624793,77.08301514,high,4.2
18241497,Cafe Gatherings,Gurgaon,cafe,750,2,4.4,161,28.4622589,77.0875226,high,4.4
18153541,Cafe Soul Garden,Gurgaon,cafe,1300,3,4.1,255,28.4616072,77.0888677,high,4.1
18339049,Food O Gram,Gurgaon,north indian,600,2,4.0,88,28.4699579,77.0859584,medium,4.0
18232093,Happy Hakka,Gurgaon,chinese,650,2,4.1,134,28.46157,77.0880135,medium,4.1
18361762,Kaiser,Gurgaon,north indian,650,2,4.1,152,28.46147,77.088706,medium,4.1
18025098,Pizza Central,Gurgaon,fast food,600,2,4.1,151,28.4623501,77.087295,medium,4.1
18337913,Tasty Fare,Gurgaon,american,600,2,3.4,42,28.4486392,77.0957635,medium,3.4
18138446,Burger Point,Gurgaon,burger,300,1,3.6,39,28.4495295,77.0978116,low,3.6
18383447,Drifters Cafe,Gurgaon,chinese,400,1,3.9,40,28.4477214,77.0951664,medium,3.9
18381262,Oh! Fudge,Gurgaon,bakery,300,1,3.8,93,28.4486422,77.0957435,low,3.8
18349894,Anjlika,Gurgaon,bakery,400,1,3.1,7,28.447904,77.0992983,medium,3.1
304552,IZU,Gurgaon,japanese,1100,3,3.4,129,28.4481471,77.0990285,high,3.4
4618,Sugar & Spice - Le Marche,Gurgaon,bakery,800,2,2.9,107,28.4476522,77.0994781,high,2.9
307366,Bizibean,Gurgaon,cafe,550,2,3.6,59,28.4480747,77.0992084,medium,3.6
18366026,ChandChini,Gurgaon,north indian,800,2,3.8,40,28.4478212,77.09939003,high,3.8
9895,Coffee & Chai Co.,Gurgaon,italian,1100,3,3.6,296,28.4480264,77.0992156,high,3.6
18453035,Greek Food & Beyond,Gurgaon,greek,1200,3,3.6,27,28.4479922,77.0990488,high,3.6
302455,Mediumwelldone,Gurgaon,american,1800,3,3.5,259,28.4476522,77.0994781,high,3.5
308248,Sonya Bakery Cafe,Gurgaon,bakery,350,1,3.5,34,28.4482945,77.0991634,medium,3.5
313047,Soul & Spice Co.,Gurgaon,north indian,1000,3,3.8,120,28.448066,77.0991184,high,3.8
8241,7 Degrees Brauhaus,Gurgaon,continental,3200,4,4.2,1193,28.448173,77.0992983,high,4.2
18341926,Cafe Amaretto,Gurgaon,cafe,1400,3,4.1,147,28.4481557,77.0991184,high,4.1
308023,Sibang Bakery,Gurgaon,bakery,500,2,4.1,227,28.4472358,77.0993432,medium,4.1
311486,The Hangout by 1861,Gurgaon,continental,1600,3,4.0,192,28.4477333,77.0993882,high,4.0
18138430,The Mad Teapot/The Wishing Chair,Gurgaon,cafe,1000,3,4.4,83,28.4476522,77.0994781,high,4.4
18361778,Ninkasi Imperial Brews & Cookery,Gurgaon,north indian,3000,4,4.2,77,28.4616176,77.0526236,high,4.2
9742,Zaffran,Gurgaon,north indian,1600,3,4.1,229,28.4616552,77.0525451,high,4.1
7518,Spiritual Bar & Lounge-DoubleTree by Hilton,Gurgaon,pizza,2000,4,3.4,52,28.4221468,77.104693,high,3.4
7516,The Food Store - DoubleTree by Hilton,Gurgaon,european,3000,4,3.6,58,28.4221468,77.104693,high,3.6
3586,Barista,Gurgaon,cafe,650,2,3.3,25,28.4788581,77.0808644,medium,3.3
313264,Burger King,Gurgaon,burger,500,2,3.4,452,28.4792485,77.0807295,medium,3.4
311805,Club Mojo,Gurgaon,north indian,2000,4,2.6,35,28.4788089,77.0808194,high,2.6
308897,KFC,Gurgaon,american,500,2,2.6,134,28.479127,77.0808644,medium,2.6
2825,Not Just Paranthas,Gurgaon,north indian,1100,3,2.7,426,28.4788581,77.0808644,high,2.7
9674,Shree Rathnam,Gurgaon,south indian,800,2,2.9,108,28.4787511,77.0806845,high,2.9
18276997,Mogli's Coffee,Gurgaon,cafe,150,1,3.8,35,28.47907544,77.08076142,low,3.8
18336180,Pind Balluchi,Gurgaon,north indian,800,2,2.6,26,28.4757509,77.0931234,high,2.6
311061,Sip n Bite,Gurgaon,north indian,500,2,3.2,38,28.47571545,77.09314417,medium,3.2
18312471,Abar Khabo,Gurgaon,bengali,550,2,3.6,86,28.47579915,77.09307712,medium,3.6
18378048,Moti Mahal Delux,Gurgaon,north indian,1000,3,3.6,29,28.476268,77.093094,high,3.6
18462584,The Lost Mughal,Gurgaon,north indian,700,2,3.8,43,28.47565209,77.09335204,medium,3.8
5019,Fortune Deli - Fortune Select Excalibur,Gurgaon,bakery,1000,3,3.6,42,28.4164952,77.0411995,high,3.6
4719,India on my Plate - Fortune Select Excalibur,Gurgaon,north indian,2000,4,4.0,111,28.4164952,77.0411995,high,4.0
305400,Orchid - Fortune Select Global,Gurgaon,north indian,2500,4,2.6,20,28.4818475,77.1031649,high,2.6
309141,Hungry Buffoons,Gurgaon,north indian,300,1,2.7,24,28.460459,77.0950645,low,2.7
302880,Karim's,Gurgaon,mughlai,1000,3,2.8,261,28.4603029,77.0948924,high,2.8
303960,Manhattan Brewery & Bar Exchange,Gurgaon,finger food,2000,4,4.6,2093,28.460271,77.0950273,high,4.6
9773,Di Miso,Gurgaon,korean,1500,3,3.6,38,28.460546,77.0946226,high,3.6
309125,Kuuraku,Gurgaon,japanese,1250,3,3.9,106,28.4604087,77.0946989,high,3.9
18463965,Vapour Bar Exchange,Gurgaon,continental,1600,3,3.8,31,28.4603115,77.0949823,high,3.8
18408054,19 Flavours Biryani,Gurgaon,mughlai,700,2,4.1,84,28.4604444,77.0954319,medium,4.1
2091,Bhai Ji Foods,Gurgaon,north indian,400,1,3.3,165,28.4543812,77.0971853,medium,3.3
305790,Captain Bill$ Deliverz,Gurgaon,north indian,1000,3,2.7,185,28.43230959,77.08932303,high,2.7
3445,Curry n Phulka,Gurgaon,north indian,550,2,2.8,48,28.4494782,77.0979495,medium,2.8
312111,Jaguar,Gurgaon,chinese,800,2,2.8,14,28.4499246,77.0986339,high,2.8
2475,Jalsa Lounge,Gurgaon,north indian,850,2,3.2,37,28.4667953,77.0941432,high,3.2
18361772,Lord of Grillz,Gurgaon,chinese,800,2,3.2,30,28.4372372,77.1042874,high,3.2
308553,Midnight Cravings Beyond Control,Gurgaon,north indian,800,2,3.3,336,28.4369224,77.0975132,high,3.3
307043,Outback,Gurgaon,continental,1000,3,3.4,106,28.4324764,77.1047562,high,3.4
307304,The Cinnamon Kitchen,Gurgaon,north indian,600,2,3.4,50,28.4370522,77.0974101,medium,3.4
18427868,Dudleys,Gurgaon,american,1000,3,4.6,150,28.441123,77.102108,high,4.6
2148,56 Ristorante Italiano,Gurgaon,italian,2200,4,3.7,416,28.4400925,77.1019957,high,3.7
18450874,All Time Cafe,Gurgaon,north indian,500,2,3.6,32,28.4393747,77.1039229,medium,3.6
18408063,Baba's,Gurgaon,north indian,900,2,3.6,110,28.434018,77.1042012,high,3.6
18393697,Chilli Indiana,Gurgaon,italian,500,2,3.8,74,28.4396385,77.1032552,medium,3.8
8931,Go Kylin,Gurgaon,japanese,1500,3,3.5,81,28.43823059,77.09865443,high,3.5
306880,Just for Chai,Gurgaon,cafe,450,1,3.5,116,28.4411247,77.1025313,medium,3.5
18408031,Kabab Mistri,Gurgaon,north indian,550,2,3.6,36,28.4372138,77.1004268,medium,3.6
304897,Nashta,Gurgaon,healthy food,700,2,3.7,224,28.441297,77.10256,medium,3.7
309136,Nooba,Gurgaon,chinese,1500,3,3.6,148,28.4461485,77.0987588,high,3.6
307580,Side Wok,Gurgaon,burmese,2000,4,3.9,280,28.4549192,77.0971853,high,3.9
18430557,Takamaka,Gurgaon,north indian,1700,3,3.9,67,28.4451163,77.1015446,high,3.9
18441771,The Ark,Gurgaon,seafood,2000,4,3.7,45,28.4218116,77.105038,high,3.7
18460311,The Gathering Hut,Gurgaon,north indian,700,2,3.5,27,28.4545373,77.0974101,medium,3.5
18161583,Wangchuk's Ladakhi Kitchen,Gurgaon,tibetan,850,2,3.6,241,28.4663219,77.0940831,high,3.6
18237346,Daawat-e-Kashmir,Gurgaon,kashmiri,1200,3,4.2,146,28.4247729,77.109638,high,4.2
311662,La Pino'z Pizza,Gurgaon,pizza,1000,3,4.0,259,28.43849033,77.10288294,high,4.0
18430602,The Diet Kitchen,Gurgaon,continental,700,2,4.0,20,28.4604777,77.0956926,medium,4.0
5172,Om Sweets & Snacks,Gurgaon,north indian,500,2,3.1,138,28.4211432,77.0904863,medium,3.1
6643,Subway,Gurgaon,american,500,2,2.8,101,28.4210196,77.0906308,medium,2.8
300978,Taste of Tamil Nadu,Gurgaon,south indian,400,1,3.1,94,28.4208742,77.0904863,medium,3.1
311640,The Bridge - Hotel Clark Inn Gurgaon,Gurgaon,north indian,1400,3,2.8,7,28.4576098,77.033939,high,2.8
311629,Illusion The Lounge Bar - Hotel Clark Inn Gurgaon,Gurgaon,north indian,1400,3,0.0,2,28.4576265,77.0338804,high,0.0
303430,Gardenia - Hotel Grenville,Gurgaon,north indian,1500,3,2.8,15,28.4655997,77.0386607,high,2.8
303486,Call For Cuisine - Hotel Grenville,Gurgaon,north indian,600,2,0.0,2,28.4655681,77.038546,medium,0.0
309423,Armory - Hotel Haut.Monde,Gurgaon,finger food,1000,3,2.9,6,28.4553886,77.0382289,high,2.9
309421,Citron - Hotel Haut.Monde,Gurgaon,north indian,1300,3,2.7,13,28.4553962,77.0382176,high,2.7
308390,Gabbar Meals,Gurgaon,north indian,450,1,3.4,260,28.459424,77.0726806,medium,3.4
308473,McDonald's,Gurgaon,fast food,500,2,2.7,90,28.4594327,77.0727706,medium,2.7
308997,Crust Bistro,Gurgaon,italian,800,2,3.6,144,28.45938349,77.07272552,high,3.6
308470,Dunkin' Donuts,Gurgaon,burger,600,2,3.6,243,28.4594327,77.0727706,medium,3.6
308477,Kabab Roll Cafe,Gurgaon,north indian,600,2,3.8,121,28.4593835,77.0727256,medium,3.8
307786,Starbucks,Gurgaon,cafe,700,2,3.8,183,28.4588688,77.0725008,medium,3.8
308447,Eggers Madhouse,Gurgaon,fast food,500,2,4.0,647,28.459424,77.0726806,medium,4.0
17977796,Gallery Cafí© - Hyatt Place,Gurgaon,cafe,1500,3,3.8,73,28.5008981,77.065948,high,3.8
17977757,Coffee to Cocktail Bar - Hyatt Place,Gurgaon,drinks only,2100,4,0.0,0,28.5008454,77.0659784,high,0.0
4256,Spice It - Hotel IBIS,Gurgaon,fast food,1000,3,2.7,96,28.4470228,77.0993934,high,2.7
18306548,Nukkadwala,Gurgaon,fast food,300,1,3.4,41,28.419985,77.038187,low,3.4
5032,Power Play Resto Bar,Gurgaon,north indian,1850,3,2.8,91,28.4797315,77.088553,high,2.8
7472,Daikichi,Gurgaon,japanese,1000,3,3.6,70,28.4797893,77.0886879,high,3.6
302336,The Atrium - By Jukaso It Suites,Gurgaon,asian,1500,3,2.8,21,28.4725545,77.0536264,high,2.8
8413,Delhi - Kingdom of Dreams,Gurgaon,street food,500,2,3.7,364,28.4679413,77.0679481,medium,3.7
8437,Lucknow - Kingdom of Dreams,Gurgaon,lucknowi,1000,3,3.7,179,28.4684937,77.0683484,high,3.7
8019,Longitude 77Á03' Bar - Le Meridien Gurgaon,Gurgaon,finger food,1600,3,3.4,23,28.4805868,77.1081995,high,3.4
307416,I-Kandy - Le Meridien Gurgaon,Gurgaon,finger food,4500,4,3.6,218,28.481264,77.1087266,high,3.6
18369743,Bella Cucina - Le Meridien Gurgaon,Gurgaon,italian,4000,4,4.1,38,28.4812481,77.1087258,high,4.1
307533,Bar Code - Leisure Inn,Gurgaon,finger food,1900,3,3.0,6,28.4705263,77.0395172,high,3.0
307225,Bites - Leisure Inn,Gurgaon,north indian,1400,3,3.0,19,28.4705061,77.0395353,high,3.0
307426,Outback Bar and Grill - Leisure Inn,Gurgaon,north indian,1200,3,3.0,10,28.4704989,77.0396702,high,3.0
6700,Citrus Cafe - Lemon Tree Premier,Gurgaon,north indian,2000,4,3.2,137,28.4676295,77.0648668,high,3.2
300538,Ammu's South Indian Restaurant,Gurgaon,south indian,300,1,2.8,45,28.4734916,77.0809099,low,2.8
4879,Barista,Gurgaon,cafe,650,2,3.3,22,28.4805404,77.1023726,medium,3.3
18198441,Bengali By Nature,Gurgaon,fast food,400,1,3.3,38,28.4766191,77.0827529,medium,3.3
18334445,Burger Planet,Gurgaon,north indian,300,1,3.2,21,28.4771042,77.085001,low,3.2
302920,Cafe Coffee Day,Gurgaon,cafe,450,1,3.1,20,28.4797836,77.0802349,medium,3.1
18430882,Chini Bowl,Gurgaon,chinese,800,2,2.8,15,28.476072,77.0761927,high,2.8
313204,E Yum,Gurgaon,continental,750,2,3.4,69,28.47773187,77.10031841,high,3.4
303477,Handi X-Press,Gurgaon,north indian,550,2,3.2,75,28.4761607,77.0828835,medium,3.2
5230,Ion Club & Dining Lounge,Gurgaon,continental,1800,3,2.6,115,28.479691,77.088598,high,2.6
3582,Komachi,Gurgaon,japanese,1200,3,3.2,39,28.4776351,77.0731066,high,3.2
303470,Mehfil-e-Handi,Gurgaon,north indian,400,1,2.8,36,28.4760986,77.0829327,medium,2.8
429,Mezbaan's,Gurgaon,north indian,600,2,2.7,61,28.4757777,77.0823932,medium,2.7
18034040,Mini Mahal Delux,Gurgaon,north indian,1200,3,2.8,23,28.4787425,77.0805946,high,2.8
17953932,Pita Pan,Gurgaon,arabian,600,2,3.1,82,28.4805094,77.0803248,medium,3.1
312668,SBar Club & Lounge,Gurgaon,finger food,2200,4,3.1,13,28.4796672,77.0902166,high,3.1
997,China Club,Gurgaon,chinese,2000,4,3.8,283,28.4800544,77.1020369,high,3.8
2144,Coriander Leaf,Gurgaon,mughlai,1600,3,3.8,665,28.4775699,77.0811126,high,3.8
305682,Doughlicious,Gurgaon,bakery,550,2,3.6,69,28.4806694,77.1026087,medium,3.6
17953934,FreshMenu,Gurgaon,italian,600,2,3.7,198,28.4800592,77.0820362,medium,3.7
3855,L'Angoor,Gurgaon,american,2500,4,3.5,57,28.4806041,77.1020768,high,3.5
310445,The Cakelicious Factory,Gurgaon,bakery,200,1,3.6,43,28.4821819,77.0963632,low,3.6
892,Green's,Gurgaon,chinese,350,1,2.3,31,28.4757372,77.0824381,medium,2.3
2056,New Zaika,Gurgaon,north indian,600,2,2.4,35,28.477294,77.0692631,medium,2.4
307509,Love Is Cakes,Gurgaon,bakery,600,2,4.1,246,28.4726847,77.0935886,medium,4.1
797,Costa Coffee,Gurgaon,cafe,600,2,3.3,31,28.4798584,77.0894073,medium,3.3
308013,Uforia,Gurgaon,continental,1500,3,3.5,240,28.4798411,77.0892274,high,3.5
2760,Vapour Pub & Brewery,Gurgaon,finger food,1500,3,3.7,1902,28.4798031,77.0892792,high,3.7
8913,Pirates of Grill,Gurgaon,north indian,2000,4,4.1,2806,28.4799415,77.0893563,high,4.1
311759,Barista Creme Lavazza,Gurgaon,cafe,650,2,3.2,13,28.4785568,77.0823932,medium,3.2
18446889,Frozen Adda,Gurgaon,ice cream,350,1,3.0,5,28.4784876,77.0816737,medium,3.0
9957,McDonald's,Gurgaon,fast food,500,2,3.2,68,28.479447,77.0818967,medium,3.2
308840,Mr Idli Xpress,Gurgaon,south indian,450,1,2.6,120,28.4792539,77.0817187,medium,2.6
18432226,buí©no,Gurgaon,cafe,650,2,3.7,18,28.478398,77.0816737,medium,3.7
311777,Starbucks,Gurgaon,cafe,700,2,3.5,66,28.4791426,77.0818667,medium,3.5
2064,Al Kabab,Gurgaon,north indian,800,2,2.7,67,28.4803301,77.0803248,high,2.7
311758,Bangkok 1,Gurgaon,thai,550,2,3.3,40,28.4802521,77.0802124,medium,3.3
514,Barista,Gurgaon,cafe,650,2,3.4,39,28.4809987,77.0800708,medium,3.4
18408212,Cafe Cravings,Gurgaon,cafe,600,2,3.4,19,28.481108,77.0802574,medium,3.4
2061,Hello Sichuan,Gurgaon,chinese,750,2,2.9,42,28.4806523,77.0802215,high,2.9
2458,McDonald's,Gurgaon,fast food,500,2,3.4,234,28.4803729,77.0800417,medium,3.4
420,Rajasthali,Gurgaon,gujarati,750,2,2.9,501,28.4808348,77.0802124,high,2.9
1599,Street Foods by Punjab Grill,Gurgaon,street food,700,2,2.6,61,28.4803301,77.0803248,medium,2.6
159,Subway,Gurgaon,american,500,2,3.3,81,28.4804762,77.0802124,medium,3.3
300119,Tibb's Frankie,Gurgaon,fast food,350,1,3.4,118,28.4803207,77.0801851,medium,3.4
18466924,Tunday Kababi Dastarkhwan-e-Awadh,Gurgaon,mughlai,700,2,3.1,13,28.48028198,77.08040039,medium,3.1
18354984,Dunkin' Donuts,Gurgaon,burger,600,2,3.7,26,28.4807697,77.0802349,medium,3.7
1096,Haldiram's,Gurgaon,north indian,600,2,3.6,185,28.4807292,77.0802798,medium,3.6
18336208,Keventers,Gurgaon,beverages,400,1,3.6,27,28.4807697,77.0802349,medium,3.6
3213,Khaaja Chowk,Gurgaon,north indian,1000,3,3.6,496,28.4805322,77.0801711,high,3.6
18381642,Phantom,Gurgaon,north indian,1500,3,3.5,55,28.4808594,77.0802349,high,3.5
338,Sage,Gurgaon,pizza,900,2,3.5,205,28.4805204,77.0801226,high,3.5
1245,TGI Friday's,Gurgaon,american,2500,4,3.7,730,28.4810064,77.0801187,high,3.7
18381233,The Belgian Fries Company,Gurgaon,european,400,1,3.7,31,28.4802478,77.0801674,medium,3.7
18153552,The Grills King,Gurgaon,north indian,1400,3,3.8,468,28.4808767,77.0803727,high,3.8
18082232,Chicago Pizza,Gurgaon,pizza,600,2,2.3,29,28.4803174,77.080144,medium,2.3
3585,Suburbia - The Empire,Gurgaon,continental,1800,3,2.1,90,28.4811283,77.0802349,high,2.1
305698,Viva Hyderabad,Gurgaon,biryani,600,2,2.3,34,28.4803866,77.0802124,medium,2.3
18337917,Queens Cafí©,Gurgaon,cafe,900,2,4.0,62,28.4805091,77.0801793,high,4.0
6847,Cafe Coffee Day,Gurgaon,cafe,450,1,3.3,34,28.4166832,77.0412894,medium,3.3
8147,FOA - The Flavours of Arabia,Gurgaon,lebanese,1500,3,3.4,165,28.4167026,77.0413756,high,3.4
18198825,A1,Gurgaon,biryani,200,1,3.0,4,28.4669375,77.0204947,low,3.0
302044,Apni Rasoi,Gurgaon,north indian,400,1,2.9,4,28.4841816,77.0129534,medium,2.9
18399220,DBDN Deena Meat Vala,Gurgaon,north indian,500,2,3.2,5,28.4569872,77.026849,medium,3.2
5084,Deep Chicken Corner,Gurgaon,north indian,500,2,3.2,18,28.4667157,77.0206596,medium,3.2
302024,Dilli Rasoi,Gurgaon,north indian,700,2,3.2,31,28.4667607,77.0203953,medium,3.2
18396399,French Omelette,Gurgaon,fast food,100,1,3.2,7,28.4668549,77.0204174,low,3.2
309987,Green Chick Chop,Gurgaon,raw meats,350,1,2.9,5,28.4709408,77.0189174,medium,2.9
18358183,Hangout Cafe,Gurgaon,fast food,200,1,3.4,27,28.4653555,77.0196893,low,3.4
304713,Hari Om Rasoi,Gurgaon,north indian,400,1,3.2,28,28.4603933,77.0178663,medium,3.2
18396200,Harish Phulwari,Gurgaon,north indian,600,2,3.1,4,28.4580309,77.0274904,medium,3.1
301358,Hotel Rajvanshi Restaurant,Gurgaon,north indian,600,2,3.3,25,28.4645876,77.022202,medium,3.3
6834,Jagdish Vaishno Dhaba,Gurgaon,north indian,150,1,3.1,12,28.473084,77.0181934,low,3.1
6835,JVR Jayka,Gurgaon,north indian,200,1,2.9,5,28.4730183,77.0182331,low,2.9
302041,Kaza,Gurgaon,north indian,1000,3,3.1,25,28.4823394,77.0136942,high,3.1
310412,Knight Delight Kafe,Gurgaon,fast food,500,2,2.6,12,28.4810609,77.0141435,medium,2.6
18350120,Ko Jitters,Gurgaon,fast food,450,1,3.0,6,28.4678506,77.0166864,medium,3.0
301989,Laajawab Chaap Express,Gurgaon,north indian,250,1,3.1,17,28.4674068,77.0175175,low,3.1
2107,Laddu Gopal,Gurgaon,north indian,400,1,3.0,13,28.4713437,77.0193016,medium,3.0
1029,Mini's Royal Cafe,Gurgaon,north indian,500,2,3.3,21,28.4670202,77.0136441,medium,3.3
18144475,Pakwan,Gurgaon,north indian,400,1,3.4,60,28.4712555,77.0189082,medium,3.4
18331053,Patiala,Gurgaon,mughlai,600,2,3.4,33,28.4667702,77.0204469,medium,3.4
18383525,Pind Balluchi,Gurgaon,north indian,800,2,2.7,11,28.4639996,77.0221359,high,2.7
1019,Pizza Man,Gurgaon,pizza,400,1,2.9,8,28.4721483,77.0186408,medium,2.9
18311926,Punjabi Dhani,Gurgaon,north indian,700,2,3.2,25,28.470213,77.0193636,medium,3.2
